index,entity,disambig_term,text,wikipedia_link
"3102","facs","FACS","Utilizing a quantitative fluorescence assay with the fluorescence-activated cell sorter (FACS), we have demonstrated that a rabbit antiserum obtained by immunization with cells of a mouse IgM-producing plasma cell tumor (MOPC104E) is reactive with at least two surface determinants, designated Th-B and ML2, on subpopulations of normal murine lymphocytes.","https://en.wikipedia.org/wiki/Flow_cytometry#Fluorescence-activated_cell_sorting_.28FACS.29"
"3103","hc","HC","Within one hour after exposure of the retina to an inducing dose of HC, there was translocation of HC and HC-receptors (as R-HC complexes) from the cytoplasm into the nucleus and saturation of nuclear accepegan to decline; in 12 h, it was reduced to 50% of the initial saturation level.","https://en.wikipedia.org/wiki/Hydrocortisone"
"3104","enfield","Enfield","The adapter and gasket provides for the secure mounting of the Enfield faucet to the countertop or sink.",""
"3105","hardcore","Hardcore","Therefore I am writing to you for HARDCORE",""
"3106","aim","AIM","Satin white finishPerma-white contains a mildew to prevent growth of mold and mildew only on the paint film for 5 yearsDries to the touch in 30 minutesSelf-priming - bonds  to glossy and hard-to-paint surfaces without sandingLow odor, water based, Mold and Mildew-proof is formulated to withstand dirt and extreme humid conditionsContains EPA registered mildews,  meets AIM, CARB SCM, OTC SCM and SCAQMD standards for 'Non-Flat Interior'Clean up with soap and waterOnline Price includes Paint Care fee in the following states: CO, CT, MN, OR, RI, VT",""
"3107","william","William","William died when he was 11 years old on February 20, 1862 in Washington, D.C. of typhoid fever.","https://en.wikipedia.org/wiki/William"
"3108","bindi","Bindi","And like Bindi, Steve's son Robert has also committed himself to carrying on his father's legacy.","https://en.wikipedia.org/wiki/Bindi_Irwin"
"3109","edi","EDI","Currently I have two send ports that dump the partner EDI files to a file folder.","https://en.wikipedia.org/wiki/Electronic_data_interchange"
"3110","concurrency","Concurrency","I set the CONCURRENCY of each worker to 1 so that a worker will only run one task each time.","https://en.wikipedia.org/wiki/Concurrence"
"3111","rpg","RPG","<p>I have a zlib error message as I'm playing an old school RPG called Laxius Power on Windows XP.","https://en.wikipedia.org/wiki/Role-playing_video_game"
"3112","convention","Convention","Within an hour of the convention's opening, George C. Childress submitted a proposed Texas Declaration of Independence, which passed overwhelmingly on March 2.","https://en.wikipedia.org/wiki/Convention_(meeting)"
"3113","jekyll","Jekyll","<p>I am using Jekyll (https://github.com/mojombo/jekyll).","https://en.wikipedia.org/wiki/Jekyll_(software)"
"3114","pop","Pop","POP to abort, :",""
"3115","azure","Azure","<p>I want to use a Silverlight application in a cloud on Azure.","https://en.wikipedia.org/wiki/Microsoft_Azure"
"3116","flow","FLOW","Rhythmic and organic in her movement, Flow presents a design that captivates.",""
"3117","ron","Ron","<p>As I said, the only changes I've made to Ron's sample is that my work branch is not inside a while loop - it sends a single message to the child workflow (sampleengine.xamlx) to start it.","https://en.wikipedia.org/wiki/Ronald"
"3118","fam","FAM","Unfortunately, I cannot install FAM or the corresponding PECL package because it conflicts (according to apt) with Gamin on Ubuntu.","https://en.wikipedia.org/wiki/File_Alteration_Monitor"
"3119","colo","Colo","In Egyptian (Egypt) Colo",""
"3120","hbr","HBR",": How can one obtain a free digital or electronic subscription to HBR?","https://en.wikipedia.org/wiki/Harvard_Business_Review"
"3121","ansa","Ansa","News agency ANSA reported that video surveillance showed three people dressed in dark clothing with their faces covered and wearing gloves igniting two gas canisters by the police station's entrance early Sunday, The blast ripped through the station's glass door and shattered windows.","https://en.wikipedia.org/wiki/Agenzia_Nazionale_Stampa_Associata"
"3122","lsm","LSM","<p>I'm currently writing a Linux Kernel module which depends on the Linux Security Modules (LSM) at the moment it is nothing really, I just wanted to print out a simple message whenever a file is opened.","https://en.wikipedia.org/wiki/Linux_Security_Modules"
"3123","cortex","Cortex","<p>I'm trying to execute a function from RAM on a Cortex-M3 processor (STM32).","https://en.wikipedia.org/wiki/ARM_architecture"
"3124","ifs","IFS","UK could face Â£25bn hole in public finances by 2020, IFS says International Business Times - 2 hours 10 minutes ago There will be a Â£25bn ($31.01bn) hole in the UK's public finances by the end of the current parliament, which will limit UK Chancellor Philip Hammond's options in the upcoming autumn statement, the Institute for Fiscal Studies (IFS) has predicted in â€¦","https://en.wikipedia.org/wiki/Institute_for_Fiscal_Studies"
"3125","mia","Mia","It still shows up in the list as MIA (and at the top of the list to boot)...",""
"3126","ddb","DDB","<p>I wanted to ask if it is possible to save DDB to file ?","https://en.wikipedia.org/wiki/Distributed_database"
"3127","redbus","Redbus","How are Redbus, Ticketgoose and Abhibus syncing the same bus seats?","https://en.wikipedia.org/wiki/Ibibo"
"3128","reed","Reed","Weâ€™re going to move forward and remain respectful,â€ Reed said.","https://en.wikipedia.org/wiki/Reed_(name)"
"3129","spring","Spring","Citing persistent terrors threats and Spring elections scheduled that will come with many political rallies that could be targets for...","https://en.wikipedia.org/wiki/Spring_(season)"
"3130","lattice","Lattice","<p>I took a class last semester about programming with embedded hardware, mainly using GAl chips from Lattice and ABEL to program them.","https://en.wikipedia.org/wiki/Lattice_(group)"
"3131","nao","NAO","Grime artist Lady Leshurr beat Laura Mvula, Katy B, and Nao to win the best female act category.","https://en.wikipedia.org/wiki/Nao_(given_name)"
"3132","ied","IED","IED kills one Ukrainian soldier, injures one.","https://en.wikipedia.org/wiki/Improvised_explosive_device"
"3133","hf","HF","Out of HF, HCl, HBr and HI, which has the lowest and highest boiling point and why?","https://en.wikipedia.org/wiki/Hydrogen_fluoride"
"3134","ma","MA","Unfortunately for Sze-ma, the celebration is disrupted by an assassination that leaves the whole of his clan rocked by the vicious attack.",""
"3135","corp","Corp","Corp officials didn't respond to email and phone messages sent by the AP outside of supplying Henderson's statement.","https://en.wikipedia.org/wiki/Corporation"
"3136","vargas","Vargas","Mariachi Vargas de Tecalitlan tecalitlÃ¡n is recognized as the oldest and most famous mariachi, ensemble founded By Gaspar vargas in the late.","https://en.wikipedia.org/wiki/Vargas_(surname)"
"3137","colon","Colon","Was it Colon's epic, improbable homer, the Cubs' crazy end of July, Stanton's monster Home Run Derby, the Yankees' summer shakeup or the historic dramatics of Game 7 of the World Series?","https://en.wikipedia.org/wiki/Bartolo_Colón"
"3138","erc","ERC","What's the role of an ERC associate in Amazon?",""
"3139","grade","Grade","I cleared SSC steno written exam Grade D.Can you please tell when will be the skill test and how long will it take to learn shorthand?","https://en.wikipedia.org/wiki/Grading_(education)"
"3140","raftaar","Raftaar","Who is better: Raftaar, Yo Yo Honey Sing, or Badshaah?","https://en.wikipedia.org/wiki/Raftaar_(rapper)"
"3141","mn","MN","What is the average weather like in St. Cloud, MN during the winter, how does it compare to the weather in Aspen, CO?","https://en.wikipedia.org/wiki/Minnesota"
"3142","sylvania","Sylvania","Sylvania 10 Watt LED downlight reflector bright white (3000K)","https://en.wikipedia.org/wiki/Funai"
"3143","ln","LN","I'm kinda new to LN.",""
"3144","robins","Robins","Robins and Eccles said the merger would allow the companies to free up resources to develop better products â€” like offering more varied contests, developing loyalty programs and improving their website features â€” though they declined to elaborate on those plans.",""
"3145","luther","Luther","What are some TV shows like Luther?","https://en.wikipedia.org/wiki/Luther_(TV_series)"
"3146","georgia","Georgia","The S-16 can handle these applications in the warmer climates of the US which are Florida, Georgia, Louisiana, Texas, Arizona, California, Alabama, and Mississippi.","https://en.wikipedia.org/wiki/Georgia_(U.S._state)"
"3147","uhl","Uhl","The infection inflames your lungs' air sacs, which are called alveoli (al-VEE-uhl-eye).",""
"3148","refund","Refund","<p>I have a Rails app with an Order and a Refund model.","https://en.wikipedia.org/wiki/Product_return"
"3149","cattell","Cattell","The psychological tests taken before the treatments were Eysenck's EPIC-NESI, Taylor's Manifest Anxiety Scale (MAS), and Cattell's 16 PF inventory.","https://en.wikipedia.org/wiki/Raymond_Cattell"
"3150","gran","Gran","Blood test result showed 38% gran.",""
"3151","sma","SMA","Who are SMA's top 3 competitors?","https://en.wikipedia.org/wiki/SMA_Solar_Technology"
"3152","black cherry","Black Cherry","The rich Black Cherry finish exudes sophistication.","https://en.wikipedia.org/wiki/Prunus_serotina"
"3153","kamma","Kamma","When and how did the castes like Kamma, Kapu, Vaishya etc come into existence in the Telugu community?","https://en.wikipedia.org/wiki/Kamma_(caste)"
"3154","merck","Merck","Germany's Merck halts supply of cancer drug to Greek hospitals","https://en.wikipedia.org/wiki/Merck_Group"
"3155","pu","PU","I successfully created the entity, the PU.","https://en.wikipedia.org/wiki/Per-unit_system"
"3156","pause","Pause","Also I need to be able to put Pause() anywhere in the recursive method (even multiple times) without causing any side-effects...","https://en.wikipedia.org/wiki/List_of_DOS_commands#pause"
"3157","californian","Californian","One hundred and three samples from hepatitis B surface antigen (HB(s)Ag) positive Californian blood donors were subtyped in immunodiffusion with respect to d/y, w/r and a21, a23,","https://en.wikipedia.org/wiki/California"
"3158","build","Build","and it didn't cost 2.8 Billion to build as Wynn did.","https://en.wikipedia.org/wiki/Engineering"
"3159","vince","Vince","What are some things new employees should know going into their first day at Vince.?","https://en.wikipedia.org/wiki/Kellwood_Company#History"
"3160","nb","NB","In both C-6 glial cells and NB cells, unincorporated 3H-leucine decreased, whereas incorporation of 3H-leucine into protein increased with increasing cell density, particularly at high cell densities.","https://en.wikipedia.org/wiki/Neuroblastoma"
"3161","czech","Czech","How beautiful are Czech women?","https://en.wikipedia.org/wiki/Czechs"
"3162","towns","Towns","I just tried to get into him and be physical, Davis said of his approach against Towns.","https://en.wikipedia.org/wiki/Town"
"3163","sloan","Sloan","Regardless of your requirements, Sloan offers a variety of solutions to meet your restroom repair needs.","https://en.wikipedia.org/wiki/Sloan_Valve_Company"
"3164","pendleton","Pendleton","The Pendleton has a 3-speed reversible function.3 speed reversible function for year-round comfort and savingLight kit with amber iridescent glassFull function remote includedLimited lifetime warrantyNeed Help?",""
"3165","kt","KT","Auto giant Hyundai and telecommunications company KT were forced to contract 13 billion won ($11 million) worth of their advertisements to Playground, an ad agency virtually run by Choi, Lee said.","https://en.wikipedia.org/wiki/KT_Corporation"
